-9.810000, 0.000000, 0.000000
0.000000, 0.000000, 2.000000
-16.000025, 0.000000, 0.740000
-32.800072, -0.820000, 1.000000
-32.800072, -0.700000, 1.000000
-32.800072, 0.660000, 1.000000
-32.800072, 0.660000, 1.000000
-1.599998, 0.660000, 1.000000
-1.099998, -1.699999, 1.000000
-31.500082, 0.660000, 1.000000
-27.800068, -0.640000, 1.000000
-16.600025, 0.440000, 1.000000
-2.899998, 1.639999, 1.000000
-27.200056, -1.559999, 1.000000
-25.900061, 1.359999, 1.000000
-25.900061, -1.559999, 1.000000
-25.900061, -1.559999, 1.000000
-25.900061, -0.799999, 1.000000
-44.299896, 0.180000, 1.000000
-14.399896, -0.260000, 1.000000
-44.299896, -0.000000, 1.000000
-13.300013, 0.699999, 1.000000
-38.099991, 1.279999, 1.000000
-38.099991, 1.279999, 1.000000
-20.400040, 0.000000, 0.980000
-19.800037, -0.000000, 0.990000
-23.000040, -1.439999, 1.000000
-25.600060, -0.000000, 1.000000
-31.200081, 1.179999, 1.000000
-25.600060, -0.940000, 1.000000
-46.999855, 0.500000, 1.000000
-36.499855, 0.160000, 1.000000
-17.500029, 0.540000, 1.659999
-0.299998, -0.020000, 1.000000
-2.499998, -0.080000, 1.000000
-18.600033, 0.280000, 0.950000
-40.699951, 0.300000, 1.000000
-16.500025, -0.880000, 2.239999
-64.999580, 0.680000, 0.510000
-9.900000, -0.580000, 1.000000
-0.099998, -0.580000, 1.000000
-0.099998, -0.580000, 1.000000
